Ensembl_ID	Gene_Name	1_CompHet_1_F508del_G1061R	2_CompHet_2_F508del_W1282X	3_CompHet_3_F508del_G542X	4_F508del_F508del_1	5_F508del_F508del_2	6_F508del_F508del_3	7_F508del_F508del_4	8_Control_1	9_Control_2	10_Control_3	11_Control_4	12_Control_5	13_Control_6	ERCC1	ERCC2
ENSG00000204178	MACO1	740	778	519	517	1	1020	4	442	605	796	852	269	1151	700	666
ENSG00000204179	PTPN20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204183	GDF5-AS1	0	2	1	1	0	18	0	0	6	1	1	0	2	32	18
ENSG00000204186	ZDBF2	1	403	0	0	0	0	0	2	301	141	92	0	175	288	219
ENSG00000204188	GGNBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204193	TXNDC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204194	RPL12P1	0	1	0	0	1	0	0	0	0	0	0	1	37	4	4
ENSG00000204195	AWAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
ENSG00000204196	RPL12P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204209	DAXX	200	861	38	1006	1	1	104	1159	487	408	279	275	573	1288	1101
ENSG00000204217	BMPR2	1091	1101	936	990	494	0	482	610	1035	1454	1962	327	773	1185	663
ENSG00000204219	TCEA3	211	906	305	1585	143	401	2	1935	193	716	1453	545	1235	547	317
ENSG00000204220	PFDN6	779	1172	674	432	9	702	312	858	361	670	413	916	878	1283	799
ENSG00000204227	RING1	243	762	111	299	0	141	0	693	210	242	1	108	242	512	469
ENSG00000204228	HSD17B8	143	230	155	3	0	0	0	188	36	0	62	123	77	337	232
ENSG00000204231	RXRB	1	1002	503	168	0	1	2	348	259	178	207	218	50	787	625
ENSG00000204237	OXLD1	0	223	281	289	0	0	0	185	165	154	111	228	392	459	214
ENSG00000204241	LINC02731	0	0	0	0	0	0	0	0	72	0	0	0	0	0	43
ENSG00000204246	OR13C3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204248	COL11A2	0	162	0	0	0	0	0	0	0	0	0	0	0	142	103
ENSG00000204250	LINC00587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204252	HLA-DOA	0	170	0	493	0	0	0	192	179	94	0	52	161	9	11
ENSG00000204253	HNRNPCP2	2	9	7	15	3	0	1	8	6	10	15	6	9	7	20
ENSG00000204256	BRD2	4631	4201	3534	6352	6451	7614	10708	3506	3518	4393	4868	3871	4256	4996	5584
ENSG00000204257	HLA-DMA	3	124	86	386	0	0	14	73	146	494	193	149	44	24	8
ENSG00000204261	PSMB8-AS1	2	299	341	347	0	600	600	129	495	251	353	186	297	92	223
ENSG00000204262	COL5A2	0	356	9	1	0	0	1	0	0	0	0	0	142	367	391
ENSG00000204264	PSMB8	1210	1197	664	3671	2136	4016	1555	1552	3791	2457	2566	863	888	1243	1067
ENSG00000204267	TAP2	1004	1407	849	10811	517	2174	339	1137	2291	2995	2171	1013	1429	1496	1082
ENSG00000204271	SPIN3	0	73	34	0	0	0	0	0	0	54	0	0	23	104	27
ENSG00000204272	NBDY	431	1189	649	394	0	429	4	653	413	391	911	352	517	1025	663
ENSG00000204277	LINC01993	0	0	0	2	0	0	0	0	0	0	0	0	1	1	12
ENSG00000204278	TMEM235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204279	PAGE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204282	TNRC6C-AS1	1	169	4	13	0	1	8	2	22	204	3	166	17	224	122
ENSG00000204283	LINC01973	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
ENSG00000204287	HLA-DRA	4036	3114	6323	20567	10295	1659	3215	6039	8298	8801	6392	10354	4305	1190	719
ENSG00000204290	BTNL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204291	COL15A1	0	391	0	1	0	0	0	1	23	0	0	107	0	684	425
ENSG00000204296	TSBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000204300	TMEM225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204301	NOTCH4	0	0	0	0	159	0	0	0	0	0	0	0	0	1	18
ENSG00000204304	PBX2	2	262	0	140	178	0	0	1	14	24	67	264	10	9	41
ENSG00000204305	AGER	0	93	0	0	0	0	0	0	0	0	0	1	0	59	29
ENSG00000204308	RNF5	1	470	92	89	1	0	0	298	146	94	645	389	192	705	360
ENSG00000204310	AGPAT1	6	1248	846	733	1	272	3	651	702	671	1257	614	854	1413	1205
ENSG00000204311	PJVK	0	0	40	1	0	0	0	5	0	0	0	0	0	77	66
ENSG00000204314	PRRT1	0	0	0	0	0	1	1	0	0	0	0	0	64	100	72
ENSG00000204315	FKBPL	73	98	47	135	0	0	0	41	143	47	235	385	305	202	173
ENSG00000204316	MRPL38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204323	SMIM5	2545	422	958	812	659	173	5	1059	601	326	880	1	200	261	218
ENSG00000204334	ERICH2	1	218	1	179	1	0	1	97	727	254	1203	0	681	60	103
ENSG00000204335	SP5	0	218	185	0	0	0	0	1	0	0	0	0	0	329	238
ENSG00000204338	CYP21A1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204344	STK19	0	11	0	0	0	0	0	0	0	0	0	0	26	65	0
ENSG00000204345	CD300LD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204347	BTBD17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	39
ENSG00000204348	DXO	0	11	1	0	0	0	0	6	39	0	102	0	8	104	52
ENSG00000204351	SKIV2L	12	818	152	299	4	3042	649	217	313	408	99	513	352	1081	625
ENSG00000204352	C9orf129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204356	NELFE	14	3440	1951	271	1041	2	695	433	494	735	1162	748	1340	1522	1716
ENSG00000204361	NXPE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204362	LINC02783	0	2	0	0	0	0	0	0	212	0	0	1	0	1	0
ENSG00000204363	SPANXN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204366	ZBTB12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204368	AC245047.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204370	SDHD	1	23	30	16	0	15	0	37	12	70	127	78	116	202	92
ENSG00000204371	EHMT2	843	1620	559	669	3	2273	4	209	215	243	141	359	302	1168	905
ENSG00000204379	XAGE1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204380	PKP4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204381	LAYN	1	182	0	219	31	0	0	91	147	0	568	27	96	9	89
ENSG00000204382	XAGE1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204385	SLC44A4	789	1238	1381	2868	1862	1810	3	2256	1265	1914	2029	1784	3109	385	137
ENSG00000204386	NEU1	1093	1445	800	652	727	2435	3138	853	1091	516	548	331	1106	1694	1028
ENSG00000204387	SNHG32	341	3254	511	194	3622	5	3	217	529	390	638	744	311	6904	4791
ENSG00000204388	HSPA1B	729	1444	331	1380	1	225	975	1480	736	1280	1209	632	927	1144	927
ENSG00000204389	HSPA1A	555	1265	1018	581	1872	2486	4734	695	2391	1993	2995	1977	1900	2841	1414
ENSG00000204390	HSPA1L	218	73	134	0	0	1	13	0	101	33	0	0	128	1	5
ENSG00000204392	LSM2	161	515	42	334	1	1	1	471	641	393	262	233	302	1710	1476
ENSG00000204393	NOL4L-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204394	VARS1	1	937	185	38	752	1	0	250	244	198	149	423	236	1040	706
ENSG00000204396	VWA7	0	0	0	0	0	0	0	0	0	0	78	17	0	8	0
ENSG00000204397	CARD16	29	372	531	647	156	1635	4196	283	337	297	698	822	178	70	40
ENSG00000204398	AL359649.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204399	AC012306.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204403	CASP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204406	MBD5	61	473	205	215	1893	2	488	545	274	138	795	368	380	450	605
ENSG00000204410	MSH5	0	1	0	0	0	0	0	0	0	0	1	0	0	14	33
ENSG00000204414	CSHL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204420	MPIG6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204421	LY6G6C	1	39	0	35	451	0	0	0	188	0	0	0	0	28	7
ENSG00000204422	AL662899.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204424	LY6G6F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204427	ABHD16A	430	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ENSG00000204428	LY6G5C	0	70	94	0	0	0	39	16	6	0	203	0	110	29	14
ENSG00000204429	AL451142.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204434	POTEKP	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000204435	CSNK2B	104	804	914	825	530	525	224	882	616	370	1044	1271	959	1535	1202
ENSG00000204437	CTSLP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204438	GPANK1	234	670	93	121	1	0	1	230	422	169	355	288	158	574	595
ENSG00000204439	C6orf47	767	734	968	739	881	473	234	965	739	983	760	1394	806	685	562
ENSG00000204442	FAM155A	0	1	4	1	42	0	1	1	1	0	0	0	0	126	91
ENSG00000204444	APOM	0	727	2	1	1	1	0	6	7	0	205	61	74	681	568
ENSG00000204446	LINC02872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000204449	TRIM49C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204450	TRIM64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204455	TRIM51BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204456	AP003122.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204460	LINC01854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204463	BAG6	568	2860	214	711	2177	231	909	410	1259	479	1087	866	1233	2532	1510
ENSG00000204464	C1orf195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204469	PRRC2A	4	771	492	79	1	150	216	117	105	59	210	459	6	1034	709
ENSG00000204471	TBC1D3P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000204472	AIF1	313	515	2082	640	2610	2529	12858	205	1074	534	119	240	159	1032	643
ENSG00000204475	NCR3	0	0	0	0	0	0	0	16	0	0	43	0	0	0	0
ENSG00000204478	PRAMEF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204479	PRAMEF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204480	PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204481	PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204482	LST1	10	165	1514	18	1665	2697	5977	62	301	266	1	42	3	158	144
ENSG00000204498	NFKBIL1	51	894	213	160	0	425	391	180	134	467	334	479	62	858	636
ENSG00000204501	PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204505	PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204510	PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204511	MCCD1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000204514	ZNF814	0	103	82	0	0	1	1	19	62	1	0	206	92	201	191
ENSG00000204516	MICB	0	264	60	0	0	0	1544	79	0	112	1	1	1	374	298
ENSG00000204518	AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204519	ZNF551	0	638	222	147	0	0	0	183	71	36	190	1	75	293	382
ENSG00000204520	MICA	1	354	29	100	0	0	0	0	168	58	2	132	3	318	213
ENSG00000204524	ZNF805	0	26	0	0	0	0	0	0	0	7	119	0	0	30	116
ENSG00000204525	HLA-C	902	4485	19080	1758	1416	43043	71423	16825	9613	14991	19234	11884	9884	4683	2272
ENSG00000204528	PSORS1C3	0	0	0	0	0	0	0	0	0	0	0	0	0	49	9
ENSG00000204529	GUCY2EP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ENSG00000204531	POU5F1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6
ENSG00000204532	ZSCAN5C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204536	CCHCR1	2	228	146	197	0	2	1	105	332	277	516	289	104	358	398
ENSG00000204538	PSORS1C2	0	0	44	0	0	0	0	0	77	0	0	0	0	0	5
ENSG00000204539	CDSN	1244	306	382	0	5	0	0	1	206	1	0	1	0	566	378
ENSG00000204540	PSORS1C1	0	0	0	0	0	4	0	13	0	0	102	0	0	32	53
ENSG00000204542	C6orf15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204544	MUC21	1361	109	778	239	738	4033	186	761	1043	523	188	265	618	192	54
ENSG00000204547	DEFB122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204548	DEFB121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204555	CFTRP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204556	AL450124.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204560	DHX16	0	338	241	219	1	121	2	202	161	131	637	276	402	520	268
ENSG00000204564	C6orf136	417	605	81	283	3	1	0	1	259	62	19	363	198	197	153
ENSG00000204568	MRPS18B	3208	6440	2660	2752	294	815	488	3358	3108	2393	2565	2534	2790	6761	6347
ENSG00000204569	PPP1R10	578	886	808	1384	605	3499	4149	474	1018	646	363	1060	1084	967	1385
ENSG00000204571	KRTAP5-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204572	KRTAP5-10	0	0	0	1	0	0	0	0	0	0	0	0	100	0	0
ENSG00000204574	ABCF1	2138	5120	2221	3443	446	4014	1010	3928	2228	2433	3207	2426	3711	5380	6411
ENSG00000204576	PRR3	1	162	0	98	0	1	0	0	250	38	148	0	86	252	269
ENSG00000204577	LILRB3	18	164	6751	690	2503	13247	18386	205	1551	840	12	188	36	15	16
ENSG00000204580	DDR1	3239	6418	3604	6807	5011	1703	11	9156	7355	7100	8443	5500	9551	3634	2793
ENSG00000204581	ACOXL-AS1	0	0	111	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000204583	LRCOL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204584	AC027801.1	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
ENSG00000204588	LINC01123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204590	GNL1	428	1401	81	620	2	176	722	507	392	640	323	579	517	1418	1159
ENSG00000204592	HLA-E	15131	10178	36666	35146	52561	37579	67567	20071	23604	19689	19893	14145	14390	5578	3843
ENSG00000204595	DPRX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204599	TRIM39	307	227	246	24	9	0	0	0	231	47	241	1	342	197	40
ENSG00000204603	LINC01257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204604	ZNF468	1	300	106	217	3	1102	0	65	6	303	244	37	205	218	94
ENSG00000204610	TRIM15	0	0	0	0	0	0	0	0	0	0	0	9	0	83	42
ENSG00000204611	ZNF616	160	30	1	50	0	0	1	0	79	129	0	0	77	4	40
ENSG00000204612	FOXB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204613	TRIM10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204614	TRIM40	0	105	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000204616	TRIM31	1	99	5	942	0	1	0	262	121	15	3	0	87	24	24
ENSG00000204618	RNF39	1128	56	2	53	785	438	0	395	581	313	79	64	118	125	25
ENSG00000204619	PPP1R11	273	1451	1110	1653	85	50	891	693	889	737	1298	1165	927	1153	772
ENSG00000204620	AC115618.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204622	HLA-J	14	93	14	28	21	158	456	20	202	27	28	19	269	76	57
ENSG00000204623	ZNRD1ASP	487	28	0	0	274	2	0	0	100	0	60	16	66	346	222
ENSG00000204624	DISP3	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204625	HCG9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204628	RACK1	2517	12743	3755	4759	2355	2406	1953	7513	7221	4008	6924	5578	4929	25899	17666
ENSG00000204632	HLA-G	0	2	1	11	0	1	0	1	8	3	0	14	3	0	2
ENSG00000204634	TBC1D8	268	13	1	0	2073	2	0	16	162	250	161	2	264	141	232
ENSG00000204637	ARPP19P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204640	NMS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204642	HLA-F	382	572	642	2529	601	1814	1722	1407	1555	1588	844	416	987	428	232
ENSG00000204644	ZFP57	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000204648	SSX9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204650	LINC02210	230	160	204	76	2	0	0	436	122	149	151	450	72	441	279
ENSG00000204652	RPS26P8	1	1	1	5	0	2	0	2	2	1	0	3	4	13	3
ENSG00000204653	ASPDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204655	MOG	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
ENSG00000204657	OR2H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204658	CST9LP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204659	CBY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204661	C5orf60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204662	CST9LP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204663	CST13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204666	AC010624.1	0	0	0	0	0	0	0	0	0	0	0	0	23	0	6
ENSG00000204669	C9orf57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204670	IGKV1OR2-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204671	IL31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204673	AKT1S1	974	208	450	23	409	2	1	202	125	411	97	431	16	141	246
ENSG00000204677	FAM153CP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204681	GABBR1	0	261	6	0	0	0	0	0	1	0	64	1	0	300	304
ENSG00000204682	MIR1915HG	0	88	131	0	0	0	0	0	0	0	0	0	0	32	16
ENSG00000204683	C10orf113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204684	AL133464.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204685	STARD7-AS1	0	88	96	0	0	1	0	9	3	0	256	0	0	114	35
ENSG00000204687	MAS1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204688	OR2H1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204694	OR11A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204695	OR14J1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204697	OR2U1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204699	UBTFL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204700	OR2J2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204701	OR2J3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204702	OR2J1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204703	OR2B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204704	OR2W1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204705	UBTFL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204706	MAMDC2-AS1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204709	LINC01556	0	0	0	21	0	0	0	0	0	0	0	0	0	0	4
ENSG00000204710	SPDYC	0	1	0	0	0	0	0	0	0	0	0	0	0	37	0
ENSG00000204711	C9orf135	8	223	19	1	2980	0	0	116	762	369	1442	223	1384	75	101
ENSG00000204713	TRIM27	291	1114	1320	344	1	9	1	210	238	555	175	25	505	1580	1254
ENSG00000204718	CNN2P12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204740	MALRD1	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
ENSG00000204745	AC083899.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000204754	LINC01951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204758	AC008429.1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	13
ENSG00000204764	RANBP17	501	139	1	0	0	0	0	2	0	0	1	0	0	139	60
ENSG00000204767	INSYN2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204776	IGKV1OR-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204778	CBWD4P	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000204779	FOXD4L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204780	IGKV1OR9-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204787	REG1CP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204789	ZNF204P	0	122	0	0	0	0	0	1	0	1	82	82	163	2	97
ENSG00000204790	AL163540.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204791	SMPD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000204792	LINC01291	0	0	0	0	0	0	0	1	0	0	0	0	0	42	89
ENSG00000204801	FGF7P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204802	AL590399.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204805	AL391987.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204814	AL935212.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204815	TTC25	2	1020	1	314	0	3	2	96	1286	1085	4473	319	4107	253	152
ENSG00000204816	FGF7P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204818	ADGRF5P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204822	MRPL53	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
ENSG00000204832	ST8SIA6-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
ENSG00000204837	FGF7P3	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204839	MROH6	1	102	160	88	0	0	6	89	265	52	293	0	0	62	67
ENSG00000204842	ATXN2	950	1325	51	607	159	4	186	582	420	738	1060	557	1256	1535	1542
ENSG00000204843	DCTN1	570	1689	1699	581	1389	89	863	1963	731	1421	1649	1657	1428	1784	1562
ENSG00000204849	SPATA31A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204850	AC011484.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204851	PNMA8B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ENSG00000204852	TCTN1	0	353	13	1	2	0	1	30	147	85	738	1	438	238	272
ENSG00000204856	FAM216A	0	556	0	0	0	0	0	36	111	0	100	44	29	1808	1062
ENSG00000204859	ZBTB48	0	6	0	0	0	0	0	0	0	0	35	0	0	40	58
ENSG00000204860	FAM201A	0	0	0	0	0	0	0	0	0	0	38	0	59	66	25
ENSG00000204866	IGFL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204869	IGFL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
ENSG00000204872	NAT8B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204873	KRTAP9-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204876	AC021218.1	0	0	0	0	0	0	0	0	0	0	0	0	0	90	54
ENSG00000204880	KRTAP4-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204882	GPR20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
ENSG00000204887	KRTAP1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204889	KRT40	0	0	0	234	0	0	0	0	0	44	0	0	34	0	4
ENSG00000204894	AC104692.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204897	KRT25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000204899	MZT1	0	357	1	223	0	0	1	176	34	56	235	6	130	765	406
ENSG00000204904	LINC01545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204909	SPINK9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204913	LRRC3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204915	AC234772.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204918	PRR20B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204919	PRR20A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204920	ZNF155	0	0	0	0	0	0	0	1	0	202	105	19	42	81	5
ENSG00000204922	UQCC3	0	999	215	158	1	2	1	753	374	87	892	782	693	846	656
ENSG00000204923	FBXO48	0	54	35	0	0	53	0	0	128	0	0	2	0	42	50
ENSG00000204928	GRXCR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204929	AC007389.1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
ENSG00000204930	FAM221B	0	96	0	3	0	0	0	0	258	127	311	0	0	3	0
ENSG00000204933	CD177P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204934	ATP6V0E2-AS1	0	37	0	0	0	1	0	23	0	0	267	0	0	55	43
ENSG00000204936	CD177	10	0	50	5	0	0	918	36	90	0	88	58	97	0	30
ENSG00000204941	PSG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204946	ZNF783	262	400	29	124	0	2	0	0	33	1	100	54	0	122	162
ENSG00000204947	ZNF425	0	0	0	0	0	0	0	37	0	0	0	94	69	125	27
ENSG00000204949	FAM83A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204950	LRRC10B	3	280	65	145	0	1	1	3	743	576	2875	218	1122	119	57
ENSG00000204952	FBXO47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204954	C12orf73	154	59	8	0	0	0	0	2	147	62	185	69	116	336	247
ENSG00000204956	PCDHGA1	0	0	0	0	0	0	0	0	0	0	0	0	10	48	22
ENSG00000204959	ARHGEF34P	1108	1	0	0	0	2	0	2	10	119	110	0	1	0	21
